topic,word,prop
1,histori,0.019474148750305176
1,histor,0.017939550802111626
1,historian,0.017537929117679596
1,account,0.01688127964735031
1,past,0.011660058051347733
1,research,0.009740225039422512
1,event,0.00940584484487772
1,accounting history,0.007827718742191792
1,scholar,0.007670099847018719
1,critic,0.0064317393116652966
1,evid,0.006312518380582333
1,fact,0.005856826901435852
1,present,0.004941001534461975
1,write,0.004678703844547272
1,interpret,0.004369084257632494
1,object,0.004233662970364094
1,sourc,0.0038445808459073305
1,subject,0.0038352252449840307
1,view,0.003685115836560726
1,theori,0.0036029499024152756
1,social,0.0035709706135094166
1,journal,0.003481359453871846
1,work,0.003325515193864703
1,issu,0.003210450755432248
1,differ,0.0030630764085799456
1,disciplin,0.003049327526241541
1,academ,0.0030300929211080074
1,exist,0.002977140946313739
1,convent,0.002968569751828909
1,field,0.0029298749286681414
1,exampl,0.002909571398049593
1,form,0.0029065783601254225
1,examin,0.0028165264520794153
1,particular,0.0027585639618337154
1,document,0.0027407498564571142
1,use,0.0027352997567504644
1,mani,0.002719751326367259
1,knowledg,0.0027022690046578646
1,construct,0.002667695051059127
1,process,0.0026603564620018005
1,time,0.002533988794311881
1,rather,0.002452466171234846
1,standford,0.0024319461081176996
1,approach,0.0023591506760567427
1,perspect,0.002324314322322607
1,general,0.0023230353835970163
1,would,0.002277266699820757
1,question,0.002245919080451131
1,evalu,0.002144243335351348
1,possibl,0.002140027703717351
2,account,0.020205916836857796
2,profession,0.007539509329944849
2,domesday,0.006653205491602421
2,profess,0.006079233251512051
2,also,0.005640706513077021
2,trade,0.005115686450153589
2,record,0.004216279834508896
2,would,0.00393351586535573
2,status,0.003836515359580517
2,peddi,0.0037722685374319553
2,societi,0.0037119409535080194
2,manag,0.0035387598909437656
2,inform,0.0034470539540052414
2,make,0.003205510787665844
2,chief,0.0031949274707585573
2,year,0.00316311395727098
2,post,0.003091848222538829
2,provid,0.0030326684936881065
2,land,0.00301819178275764
2,organis,0.002989949891343713
2,good,0.0029868034180253744
2,william,0.0029543477576225996
2,control,0.002830876037478447
2,public,0.0026708822697401047
2,import,0.002666434505954385
2,knowledg,0.0026656014379113913
2,council,0.0026461193338036537
2,studi,0.002572385361418128
2,exampl,0.0025359203573316336
2,member,0.0025308337062597275
2,use,0.0024722188245505095
2,associ,0.0024450309574604034
2,social,0.0024147487711161375
2,compani,0.00241239950992167
2,research,0.0023990438785403967
